algorithm,distribution,n,trial,time_s
Timsort,sorted,50000,6,0.000457
Timsort,sorted,50000,7,0.000441
Timsort,sorted,50000,8,0.000428
Timsort,sorted,50000,9,0.000502
Timsort,sorted,50000,10,0.00042
Timsort,sorted,50000,11,0.000411
Timsort,sorted,50000,12,0.000426
Timsort,sorted,50000,13,0.000424
Timsort,sorted,50000,14,0.000613
Timsort,sorted,100000,0,0.001381
Timsort,sorted,100000,1,0.001324
Timsort,sorted,100000,2,0.001129
Timsort,sorted,100000,3,0.00118
Timsort,sorted,100000,4,0.001191
Timsort,sorted,100000,5,0.001135
Timsort,sorted,100000,6,0.001201
Timsort,sorted,100000,7,0.001197
Timsort,sorted,100000,8,0.001178
Timsort,sorted,100000,9,0.001143
Timsort,sorted,100000,10,0.001172
Timsort,sorted,100000,11,0.001186
Timsort,sorted,100000,12,0.001237
Timsort,sorted,100000,13,0.001214
Timsort,sorted,100000,14,0.001124
Timsort,reverse,100,0,3e-06
Timsort,reverse,100,1,1e-06
Timsort,reverse,100,2,1e-06
Timsort,reverse,100,3,1e-06
Timsort,reverse,100,4,1e-06
Timsort,reverse,100,5,1e-06
Timsort,reverse,100,6,1e-06
Timsort,reverse,100,7,1e-06
Timsort,reverse,100,8,1e-06
Timsort,reverse,100,9,1e-06
Timsort,reverse,100,10,1e-06
Timsort,reverse,100,11,1e-06
Timsort,reverse,100,12,2e-06
Timsort,reverse,100,13,1e-06
Timsort,reverse,100,14,2e-06
Timsort,reverse,500,0,7e-06
Timsort,reverse,500,1,7e-06
Timsort,reverse,500,2,7e-06
Timsort,reverse,500,3,7e-06
Timsort,reverse,500,4,7e-06
Timsort,reverse,500,5,7e-06
Timsort,reverse,500,6,8e-06
Timsort,reverse,500,7,7e-06
Timsort,reverse,500,8,7e-06
Timsort,reverse,500,9,4e-06
Timsort,reverse,500,10,4e-06
Timsort,reverse,500,11,4e-06
Timsort,reverse,500,12,4e-06
Timsort,reverse,500,13,4e-06
Timsort,reverse,500,14,4e-06
Timsort,reverse,1000,0,9e-06
Timsort,reverse,1000,1,8e-06
Timsort,reverse,1000,2,8e-06
Timsort,reverse,1000,3,2.9e-05
Timsort,reverse,1000,4,8e-06
Timsort,reverse,1000,5,8e-06
Timsort,reverse,1000,6,8e-06
Timsort,reverse,1000,7,8e-06
Timsort,reverse,1000,8,8e-06
Timsort,reverse,1000,9,8e-06
Timsort,reverse,1000,10,8e-06
Timsort,reverse,1000,11,8e-06
Timsort,reverse,1000,12,4.6e-05
Timsort,reverse,1000,13,9e-06
Timsort,reverse,1000,14,8e-06
Timsort,reverse,5000,0,4.9e-05
Timsort,reverse,5000,1,4e-05
Timsort,reverse,5000,2,4e-05
Timsort,reverse,5000,3,3.9e-05
Timsort,reverse,5000,4,3.9e-05
Timsort,reverse,5000,5,4e-05
Timsort,reverse,5000,6,4e-05
Timsort,reverse,5000,7,3.9e-05
Timsort,reverse,5000,8,4.5e-05
Timsort,reverse,5000,9,4e-05
Timsort,reverse,5000,10,4e-05
Timsort,reverse,5000,11,3.9e-05
Timsort,reverse,5000,12,4e-05
Timsort,reverse,5000,13,4e-05
Timsort,reverse,5000,14,4e-05
Timsort,reverse,10000,0,9.3e-05
Timsort,reverse,10000,1,8.8e-05
Timsort,reverse,10000,2,9.9e-05
Timsort,reverse,10000,3,8.1e-05
Timsort,reverse,10000,4,8.3e-05
Timsort,reverse,10000,5,8.1e-05
Timsort,reverse,10000,6,7.9e-05
Timsort,reverse,10000,7,8.3e-05
Timsort,reverse,10000,8,8.7e-05
Timsort,reverse,10000,9,8.1e-05
Timsort,reverse,10000,10,7.9e-05
Timsort,reverse,10000,11,8e-05
Timsort,reverse,10000,12,7.9e-05
Timsort,reverse,10000,13,8.1e-05
Timsort,reverse,10000,14,8e-05
Timsort,reverse,50000,0,0.000639
Timsort,reverse,50000,1,0.000458
Timsort,reverse,50000,2,0.000464
Timsort,reverse,50000,3,0.000454
Timsort,reverse,50000,4,0.000446
Timsort,reverse,50000,5,0.000465
Timsort,reverse,50000,6,0.000441
Timsort,reverse,50000,7,0.000491
Timsort,reverse,50000,8,0.000442
Timsort,reverse,50000,9,0.000457
Timsort,reverse,50000,10,0.000522
Timsort,reverse,50000,11,0.000445
Timsort,reverse,50000,12,0.000474
Timsort,reverse,50000,13,0.000464
Timsort,reverse,50000,14,0.000455
Timsort,reverse,100000,0,0.001552
Timsort,reverse,100000,1,0.001468
Timsort,reverse,100000,2,0.001312
Timsort,reverse,100000,3,0.001719
Timsort,reverse,100000,4,0.002051
Timsort,reverse,100000,5,0.001965
Timsort,reverse,100000,6,0.002078
Timsort,reverse,100000,7,0.002021
Timsort,reverse,100000,8,0.001959
Timsort,reverse,100000,9,0.001244
Timsort,reverse,100000,10,0.001208
Timsort,reverse,100000,11,0.001215
Timsort,reverse,100000,12,0.001235
Timsort,reverse,100000,13,0.00117
Timsort,reverse,100000,14,0.001209
Timsort,nearly_sorted,100,0,5e-06
Timsort,nearly_sorted,100,1,3e-06
Timsort,nearly_sorted,100,2,2e-06
Timsort,nearly_sorted,100,3,3e-06
Timsort,nearly_sorted,100,4,2e-06
Timsort,nearly_sorted,100,5,2e-06
Timsort,nearly_sorted,100,6,2e-06
Timsort,nearly_sorted,100,7,2e-06
Timsort,nearly_sorted,100,8,2e-06
Timsort,nearly_sorted,100,9,2e-06
Timsort,nearly_sorted,100,10,2e-06
Timsort,nearly_sorted,100,11,2e-06
Timsort,nearly_sorted,100,12,2e-06
Timsort,nearly_sorted,100,13,2e-06
Timsort,nearly_sorted,100,14,2e-06
Timsort,nearly_sorted,500,0,1.1e-05
Timsort,nearly_sorted,500,1,1e-05
Timsort,nearly_sorted,500,2,9e-06
Timsort,nearly_sorted,500,3,9e-06
Timsort,nearly_sorted,500,4,9e-06
Timsort,nearly_sorted,500,5,9e-06
Timsort,nearly_sorted,500,6,9e-06
Timsort,nearly_sorted,500,7,9e-06
Timsort,nearly_sorted,500,8,9e-06
Timsort,nearly_sorted,500,9,9e-06
Timsort,nearly_sorted,500,10,9e-06
Timsort,nearly_sorted,500,11,7e-06
Timsort,nearly_sorted,500,12,9e-06
Timsort,nearly_sorted,500,13,9e-06
Timsort,nearly_sorted,500,14,8e-06
Timsort,nearly_sorted,1000,0,1.5e-05
Timsort,nearly_sorted,1000,1,1.6e-05
Timsort,nearly_sorted,1000,2,1.7e-05
Timsort,nearly_sorted,1000,3,3.6e-05
Timsort,nearly_sorted,1000,4,1.8e-05
Timsort,nearly_sorted,1000,5,1.7e-05
Timsort,nearly_sorted,1000,6,1.7e-05
Timsort,nearly_sorted,1000,7,1.6e-05
Timsort,nearly_sorted,1000,8,1.5e-05
Timsort,nearly_sorted,1000,9,1.7e-05
Timsort,nearly_sorted,1000,10,1.6e-05
Timsort,nearly_sorted,1000,11,1.6e-05
Timsort,nearly_sorted,1000,12,1.5e-05
Timsort,nearly_sorted,1000,13,1.6e-05
Timsort,nearly_sorted,1000,14,1.6e-05
Timsort,nearly_sorted,5000,0,5.8e-05
Timsort,nearly_sorted,5000,1,5.7e-05
Timsort,nearly_sorted,5000,2,5.5e-05
Timsort,nearly_sorted,5000,3,5.6e-05
Timsort,nearly_sorted,5000,4,5.4e-05
Timsort,nearly_sorted,5000,5,5.4e-05
Timsort,nearly_sorted,5000,6,5.3e-05
Timsort,nearly_sorted,5000,7,9.3e-05
Timsort,nearly_sorted,5000,8,5.2e-05
Timsort,nearly_sorted,5000,9,5.4e-05
Timsort,nearly_sorted,5000,10,5.5e-05
Timsort,nearly_sorted,5000,11,5.4e-05
Timsort,nearly_sorted,5000,12,5.5e-05
Timsort,nearly_sorted,5000,13,5.5e-05
Timsort,nearly_sorted,5000,14,6.1e-05
Timsort,nearly_sorted,10000,0,0.00015
Timsort,nearly_sorted,10000,1,0.00011
Timsort,nearly_sorted,10000,2,0.000101
Timsort,nearly_sorted,10000,3,0.000105
Timsort,nearly_sorted,10000,4,0.000102
Timsort,nearly_sorted,10000,5,0.000104
Timsort,nearly_sorted,10000,6,9.8e-05
Timsort,nearly_sorted,10000,7,0.0001
Timsort,nearly_sorted,10000,8,9.8e-05
Timsort,nearly_sorted,10000,9,9.8e-05
Timsort,nearly_sorted,10000,10,0.000112
Timsort,nearly_sorted,10000,11,9.8e-05
Timsort,nearly_sorted,10000,12,0.000121
Timsort,nearly_sorted,10000,13,0.000111
Timsort,nearly_sorted,10000,14,0.0001
Timsort,nearly_sorted,50000,0,0.000758
Timsort,nearly_sorted,50000,1,0.000492
Timsort,nearly_sorted,50000,2,0.000502
Timsort,nearly_sorted,50000,3,0.000492
Timsort,nearly_sorted,50000,4,0.000561
Timsort,nearly_sorted,50000,5,0.000505
Timsort,nearly_sorted,50000,6,0.000506
Timsort,nearly_sorted,50000,7,0.00075
Timsort,nearly_sorted,50000,8,0.000857
Timsort,nearly_sorted,50000,9,0.000546
Timsort,nearly_sorted,50000,10,0.000519
Timsort,nearly_sorted,50000,11,0.000512
Timsort,nearly_sorted,50000,12,0.000507
Timsort,nearly_sorted,50000,13,0.000487
Timsort,nearly_sorted,50000,14,0.000497
Timsort,nearly_sorted,100000,0,0.001394
Timsort,nearly_sorted,100000,1,0.001399
Timsort,nearly_sorted,100000,2,0.001334
Timsort,nearly_sorted,100000,3,0.001318
Timsort,nearly_sorted,100000,4,0.001388
Timsort,nearly_sorted,100000,5,0.001323
Timsort,nearly_sorted,100000,6,0.001269
Timsort,nearly_sorted,100000,7,0.001229
Timsort,nearly_sorted,100000,8,0.001309
Timsort,nearly_sorted,100000,9,0.001288
Timsort,nearly_sorted,100000,10,0.00135
Timsort,nearly_sorted,100000,11,0.001321
Timsort,nearly_sorted,100000,12,0.001185
Timsort,nearly_sorted,100000,13,0.001308
Timsort,nearly_sorted,100000,14,0.001363
Timsort,constant,100,0,5e-06
Timsort,constant,100,1,1e-06
Timsort,constant,100,2,1e-06
Timsort,constant,100,3,1e-06
Timsort,constant,100,4,1e-06
Timsort,constant,100,5,1e-06
Timsort,constant,100,6,1e-06
Timsort,constant,100,7,1e-06
Timsort,constant,100,8,1e-06
Timsort,constant,100,9,1e-06
Timsort,constant,100,10,1e-06
Timsort,constant,100,11,1e-06
Timsort,constant,100,12,1e-06
Timsort,constant,100,13,1e-06
Timsort,constant,100,14,1e-06
Timsort,constant,500,0,8e-06
Timsort,constant,500,1,4e-06
Timsort,constant,500,2,3e-06
Timsort,constant,500,3,5e-06
Timsort,constant,500,4,3e-06
Timsort,constant,500,5,3e-06
Timsort,constant,500,6,3e-06
Timsort,constant,500,7,3e-06
Timsort,constant,500,8,3e-06
Timsort,constant,500,9,3e-06
Timsort,constant,500,10,3e-06
Timsort,constant,500,11,3e-06
Timsort,constant,500,12,3e-06
Timsort,constant,500,13,3e-06
Timsort,constant,500,14,3e-06
Timsort,constant,1000,0,1.3e-05
Timsort,constant,1000,1,6e-06
Timsort,constant,1000,2,1.1e-05
Timsort,constant,1000,3,1e-05
Timsort,constant,1000,4,7e-06
Timsort,constant,1000,5,6e-06
Timsort,constant,1000,6,6e-06
Timsort,constant,1000,7,6e-06
Timsort,constant,1000,8,6e-06
Timsort,constant,1000,9,6e-06
Timsort,constant,1000,10,6e-06
Timsort,constant,1000,11,6e-06
Timsort,constant,1000,12,6e-06
Timsort,constant,1000,13,6e-06
Timsort,constant,1000,14,6e-06
Timsort,constant,5000,0,3.2e-05
Timsort,constant,5000,1,3e-05
Timsort,constant,5000,2,5.9e-05
Timsort,constant,5000,3,3e-05
Timsort,constant,5000,4,3e-05
Timsort,constant,5000,5,3e-05
Timsort,constant,5000,6,3.7e-05
Timsort,constant,5000,7,4.4e-05
Timsort,constant,5000,8,6e-05
Timsort,constant,5000,9,6.9e-05
Timsort,constant,5000,10,5.2e-05
Timsort,constant,5000,11,5.1e-05
Timsort,constant,5000,12,3e-05
Timsort,constant,5000,13,4.3e-05
Timsort,constant,5000,14,3e-05
Timsort,constant,10000,0,6.2e-05
Timsort,constant,10000,1,5.9e-05
Timsort,constant,10000,2,5.9e-05
Timsort,constant,10000,3,6.5e-05
Timsort,constant,10000,4,5.9e-05
Timsort,constant,10000,5,5.9e-05
Timsort,constant,10000,6,5.9e-05
Timsort,constant,10000,7,7e-05
Timsort,constant,10000,8,5.9e-05
Timsort,constant,10000,9,6e-05
Timsort,constant,10000,10,5.9e-05
Timsort,constant,10000,11,6e-05
Timsort,constant,10000,12,6.5e-05
Timsort,constant,10000,13,6e-05
Timsort,constant,10000,14,5.9e-05
Timsort,constant,50000,0,0.000528
Timsort,constant,50000,1,0.000315
Timsort,constant,50000,2,0.000303
Timsort,constant,50000,3,0.000304
Timsort,constant,50000,4,0.000308
Timsort,constant,50000,5,0.000304
Timsort,constant,50000,6,0.0003
Timsort,constant,50000,7,0.000312
Timsort,constant,50000,8,0.000308
Timsort,constant,50000,9,0.000295
Timsort,constant,50000,10,0.000295
Timsort,constant,50000,11,0.000299
Timsort,constant,50000,12,0.000284
Timsort,constant,50000,13,0.000284
Timsort,constant,50000,14,0.000284
Timsort,constant,100000,0,0.001008
Timsort,constant,100000,1,0.000872
Timsort,constant,100000,2,0.000828
Timsort,constant,100000,3,0.00107
Timsort,constant,100000,4,0.000862
Timsort,constant,100000,5,0.000883
Timsort,constant,100000,6,0.000893
Timsort,constant,100000,7,0.000833
Timsort,constant,100000,8,0.000837
Timsort,constant,100000,9,0.00088
Timsort,constant,100000,10,0.000892
Timsort,constant,100000,11,0.000831
Timsort,constant,100000,12,0.000854
Timsort,constant,100000,13,0.000849
Timsort,constant,100000,14,0.000835
